seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[ 0.  0. 20.]	10	1	0	36	1	5.5547e+07	5.5547e+07	76491.6	726.184	1.85157	5.5547e+07	5.5547e+07	76491.6	726.184	0.185157
0	2	0	[ 0.  0. 20.]	10	1	0	32	1	5.5547e+07	5.5547e+07	30834	1801.49	1.85157	1.11094e+08	1.11094e+08	107326	2527.67	0.203672
0	3	0	[ 0.  0. 20.]	10	1	0	28	1	5.5547e+07	5.5547e+07	12657.4	4388.51	1.85157	1.66641e+08	1.66641e+08	119983	6916.18	0.205524
0	4	0	[ 0.  0. 20.]	10	1	0	24	1	5.5547e+07	5.5547e+07	5421.14	10246.4	1.85157	2.22188e+08	2.22188e+08	125404	17162.6	0.205709
0	5	0	[ 0.  0. 20.]	10	1	0	20	1	5.5547e+07	5.5547e+07	2540.34	21866	1.85157	2.77735e+08	2.77735e+08	127944	39028.6	0.205728
0	6	0	[ 0.  0. 20.]	10	1	0	16	1	5.5547e+07	5.5547e+07	1393.47	39862.4	1.85157	3.33282e+08	3.33282e+08	129338	78891	0.205729
0	7	0	[ 0.  0. 20.]	10	1	0	12	1	5.5547e+07	5.5547e+07	936.892	59288.6	1.85157	3.88829e+08	3.88829e+08	130275	138180	0.20573
0	8	0	[ 0.  0. 20.]	10	1	0	8	1	5.5547e+07	5.5547e+07	755.125	73560	1.85157	4.44376e+08	4.44376e+08	131030	211740	0.20573
0	9	0	[ 0.  0. 20.]	10	1	0	4	1	5.1152e+07	5.1152e+07	682.763	74919.1	1.70507	4.95528e+08	4.95528e+08	131713	286659	0.19108
