seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[-500.   -866.03   20.  ]	10	1	0	42	3	3.88233e+06	3.88233e+06	302626	12.8288	0.129411	3.88233e+06	3.88233e+06	302626	12.8288	0.0099547
0	1	1	[   0.   -866.03   20.  ]	10	1	0	42	5	2.46168e+06	2.46168e+06	302626	8.1344	0.082056	6.34401e+06	6.34401e+06	605252	20.9632	0.00707775
0	1	2	[ 500.   -866.03   20.  ]	10	1	0	42	5	1.3218e+06	1.3218e+06	302626	4.36777	0.04406	7.66581e+06	7.66581e+06	907878	25.331	0.00393367
0	1	3	[-750.   -433.01   20.  ]	10	1	0	42	6	1.23697e+06	1.23697e+06	302626	4.08746	0.0412324	8.90279e+06	8.90279e+06	1.2105e+06	29.4184	0.00347431
0	1	4	[-250.   -433.01   20.  ]	10	1	0	42	8	891109	891109	302626	2.94459	0.0297036	9.79389e+06	9.79389e+06	1.51313e+06	32.363	0.00255215
0	1	5	[ 250.   -433.01   20.  ]	10	1	0	42	4	2.49262e+06	2.49262e+06	302626	8.23665	0.0830875	1.22865e+07	1.22865e+07	1.81576e+06	40.5997	0.00658767
0	1	6	[ 750.   -433.01   20.  ]	10	1	0	42	13	828396	828396	302626	2.73736	0.0276132	1.31149e+07	1.31149e+07	2.11838e+06	43.3371	0.00263084
0	1	7	[-1000.     0.    20.]	10	1	0	42	3	5.09333e+06	5.09333e+06	302626	16.8305	0.169778	1.82082e+07	1.82082e+07	2.42101e+06	60.1675	0.0132622
0	1	8	[-500.    0.   20.]	10	1	0	42	5	1.1656e+06	1.1656e+06	302626	3.85162	0.0388533	1.93738e+07	1.93738e+07	2.72363e+06	64.0191	0.00400889
0	1	9	[ 0.  0. 20.]	10	1	0	42	9	695889	695889	302626	2.2995	0.0231963	2.00697e+07	2.00697e+07	3.02626e+06	66.3186	0.00209271
