time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	pattern	cell_dBm	n_UEs	tp_agg_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
11.00	13	[-250.    433.01   20.  ]	10.00	1	0.00	NaN	12	1	3066000.00	3066000.00	936.89	3272.52	0.10	652980500.00	534172250.00	19391039.34	175115.19	0.01
11.00	14	[250.   433.01  20.  ]	10.00	1	0.00	NaN	12	1	13262000.00	13262000.00	936.89	14155.32	0.44	666242500.00	547434250.00	19391976.23	189270.51	0.03
11.00	15	[750.   433.01  20.  ]	10.00	1	0.00	NaN	12	0	0.00	0.00	936.89	0.00	0.00	666242500.00	547434250.00	19392913.12	189270.51	0.00
11.00	16	[-500.    866.03   20.  ]	10.00	1	0.00	NaN	12	0	0.00	0.00	936.89	0.00	0.00	666242500.00	547434250.00	19393850.02	189270.51	0.00
11.00	17	[  0.   866.03  20.  ]	10.00	1	0.00	NaN	12	0	0.00	0.00	936.89	0.00	0.00	666242500.00	547434250.00	19394786.91	189270.51	0.00
11.00	18	[500.   866.03  20.  ]	10.00	1	0.00	NaN	12	0	0.00	0.00	936.89	0.00	0.00	666242500.00	547434250.00	19395723.80	189270.51	0.00
12.00	0	[-500.   -866.03   20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	666242500.00	547434250.00	19396510.05	189270.51	0.00
12.00	1	[   0.   -866.03   20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	666242500.00	547434250.00	19397296.31	189270.51	0.00
12.00	2	[ 500.   -866.03   20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	666242500.00	547434250.00	19398082.56	189270.51	0.00
12.00	3	[-750.   -433.01   20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	666242500.00	547434250.00	19398868.82	189270.51	0.00
12.00	4	[-250.   -433.01   20.  ]	10.00	1	0.00	NaN	9	2	9082000.00	4541000.00	786.25	11550.97	0.30	675324500.00	551975250.00	19399655.07	200821.48	0.02
12.00	5	[ 250.   -433.01   20.  ]	10.00	1	0.00	NaN	9	1	2344000.00	2344000.00	786.25	2981.22	0.08	677668500.00	554319250.00	19400441.33	203802.70	0.01
12.00	6	[ 750.   -433.01   20.  ]	10.00	1	0.00	NaN	9	1	13262000.00	13262000.00	786.25	16867.31	0.44	690930500.00	567581250.00	19401227.58	220670.01	0.03
12.00	7	[-1000.     0.    20.]	10.00	1	0.00	NaN	9	1	2344000.00	2344000.00	786.25	2981.22	0.08	693274500.00	569925250.00	19402013.83	223651.23	0.01
12.00	8	[-500.    0.   20.]	10.00	1	0.00	NaN	9	1	2344000.00	2344000.00	786.25	2981.22	0.08	695618500.00	572269250.00	19402800.09	226632.46	0.01
12.00	9	[ 0.  0. 20.]	10.00	1	0.00	NaN	9	2	12519500.00	6259750.00	786.25	15922.96	0.42	708138000.00	578529000.00	19403586.34	242555.42	0.03
12.00	10	[500.   0.  20.]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	708138000.00	578529000.00	19404372.60	242555.42	0.00
12.00	11	[1000.    0.   20.]	10.00	1	0.00	NaN	9	1	2344000.00	2344000.00	786.25	2981.22	0.08	710482000.00	580873000.00	19405158.85	245536.64	0.01
12.00	12	[-750.    433.01   20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	710482000.00	580873000.00	19405945.11	245536.64	0.00
12.00	13	[-250.    433.01   20.  ]	10.00	1	0.00	NaN	9	1	3066000.00	3066000.00	786.25	3899.50	0.10	713548000.00	583939000.00	19406731.36	249436.14	0.01
12.00	14	[250.   433.01  20.  ]	10.00	1	0.00	NaN	9	1	13262000.00	13262000.00	786.25	16867.31	0.44	726810000.00	597201000.00	19407517.62	266303.45	0.03
12.00	15	[750.   433.01  20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	726810000.00	597201000.00	19408303.87	266303.45	0.00
12.00	16	[-500.    866.03   20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	726810000.00	597201000.00	19409090.13	266303.45	0.00
12.00	17	[  0.   866.03  20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	726810000.00	597201000.00	19409876.38	266303.45	0.00
12.00	18	[500.   866.03  20.  ]	10.00	1	0.00	NaN	9	0	0.00	0.00	786.25	0.00	0.00	726810000.00	597201000.00	19410662.63	266303.45	0.00
13.00	0	[-500.   -866.03   20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	726810000.00	597201000.00	19411373.39	266303.45	0.00
13.00	1	[   0.   -866.03   20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	726810000.00	597201000.00	19412084.15	266303.45	0.00
13.00	2	[ 500.   -866.03   20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	726810000.00	597201000.00	19412794.91	266303.45	0.00
13.00	3	[-750.   -433.01   20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	726810000.00	597201000.00	19413505.66	266303.45	0.00
13.00	4	[-250.   -433.01   20.  ]	10.00	1	0.00	NaN	6	2	9082000.00	4541000.00	710.76	12777.92	0.30	735892000.00	601742000.00	19414216.42	279081.37	0.02
13.00	5	[ 250.   -433.01   20.  ]	10.00	1	0.00	NaN	6	1	2344000.00	2344000.00	710.76	3297.89	0.08	738236000.00	604086000.00	19414927.18	282379.26	0.01
13.00	6	[ 750.   -433.01   20.  ]	10.00	1	0.00	NaN	6	1	13262000.00	13262000.00	710.76	18658.97	0.44	751498000.00	617348000.00	19415637.94	301038.24	0.03
13.00	7	[-1000.     0.    20.]	10.00	1	0.00	NaN	6	1	2344000.00	2344000.00	710.76	3297.89	0.08	753842000.00	619692000.00	19416348.69	304336.13	0.01
13.00	8	[-500.    0.   20.]	10.00	1	0.00	NaN	6	1	2344000.00	2344000.00	710.76	3297.89	0.08	756186000.00	622036000.00	19417059.45	307634.02	0.01
13.00	9	[ 0.  0. 20.]	10.00	1	0.00	NaN	6	2	12519500.00	6259750.00	710.76	17614.31	0.42	768705500.00	628295750.00	19417770.21	325248.33	0.03
13.00	10	[500.   0.  20.]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	768705500.00	628295750.00	19418480.96	325248.33	0.00
13.00	11	[1000.    0.   20.]	10.00	1	0.00	NaN	6	1	2344000.00	2344000.00	710.76	3297.89	0.08	771049500.00	630639750.00	19419191.72	328546.22	0.01
13.00	12	[-750.    433.01   20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	771049500.00	630639750.00	19419902.48	328546.22	0.00
13.00	13	[-250.    433.01   20.  ]	10.00	1	0.00	NaN	6	1	3066000.00	3066000.00	710.76	4313.71	0.10	774115500.00	633705750.00	19420613.24	332859.93	0.01
13.00	14	[250.   433.01  20.  ]	10.00	1	0.00	NaN	6	1	13262000.00	13262000.00	710.76	18658.97	0.44	787377500.00	646967750.00	19421323.99	351518.91	0.03
13.00	15	[750.   433.01  20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	787377500.00	646967750.00	19422034.75	351518.91	0.00
13.00	16	[-500.    866.03   20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	787377500.00	646967750.00	19422745.51	351518.91	0.00
13.00	17	[  0.   866.03  20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	787377500.00	646967750.00	19423456.26	351518.91	0.00
13.00	18	[500.   866.03  20.  ]	10.00	1	0.00	NaN	6	0	0.00	0.00	710.76	0.00	0.00	787377500.00	646967750.00	19424167.02	351518.91	0.00
14.00	0	[-500.   -866.03   20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	787377500.00	646967750.00	19424839.94	351518.91	0.00
14.00	1	[   0.   -866.03   20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	787377500.00	646967750.00	19425512.86	351518.91	0.00
14.00	2	[ 500.   -866.03   20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	787377500.00	646967750.00	19426185.78	351518.91	0.00
14.00	3	[-750.   -433.01   20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	787377500.00	646967750.00	19426858.70	351518.91	0.00
14.00	4	[-250.   -433.01   20.  ]	10.00	1	0.00	NaN	3	2	9082000.00	4541000.00	672.92	13496.43	0.30	796459500.00	651508750.00	19427531.62	365015.33	0.02
14.00	5	[ 250.   -433.01   20.  ]	10.00	1	0.00	NaN	3	1	2344000.00	2344000.00	672.92	3483.33	0.08	798803500.00	653852750.00	19428204.54	368498.66	0.01
14.00	6	[ 750.   -433.01   20.  ]	10.00	1	0.00	NaN	3	1	13262000.00	13262000.00	672.92	19708.17	0.44	812065500.00	667114750.00	19428877.45	388206.83	0.03
14.00	7	[-1000.     0.    20.]	10.00	1	0.00	NaN	3	1	2344000.00	2344000.00	672.92	3483.33	0.08	814409500.00	669458750.00	19429550.37	391690.16	0.01
14.00	8	[-500.    0.   20.]	10.00	1	0.00	NaN	3	1	2344000.00	2344000.00	672.92	3483.33	0.08	816753500.00	671802750.00	19430223.29	395173.50	0.01
14.00	9	[ 0.  0. 20.]	10.00	1	0.00	NaN	3	2	12519500.00	6259750.00	672.92	18604.77	0.42	829273000.00	678062500.00	19430896.21	413778.26	0.03
14.00	10	[500.   0.  20.]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	829273000.00	678062500.00	19431569.13	413778.26	0.00
14.00	11	[1000.    0.   20.]	10.00	1	0.00	NaN	3	1	2344000.00	2344000.00	672.92	3483.33	0.08	831617000.00	680406500.00	19432242.05	417261.60	0.01
14.00	12	[-750.    433.01   20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	831617000.00	680406500.00	19432914.97	417261.60	0.00
14.00	13	[-250.    433.01   20.  ]	10.00	1	0.00	NaN	3	1	3066000.00	3066000.00	672.92	4556.27	0.10	834683000.00	683472500.00	19433587.89	421817.87	0.01
14.00	14	[250.   433.01  20.  ]	10.00	1	0.00	NaN	3	1	13262000.00	13262000.00	672.92	19708.17	0.44	847945000.00	696734500.00	19434260.81	441526.03	0.03
14.00	15	[750.   433.01  20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	847945000.00	696734500.00	19434933.72	441526.03	0.00
14.00	16	[-500.    866.03   20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	847945000.00	696734500.00	19435606.64	441526.03	0.00
14.00	17	[  0.   866.03  20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	847945000.00	696734500.00	19436279.56	441526.03	0.00
14.00	18	[500.   866.03  20.  ]	10.00	1	0.00	NaN	3	0	0.00	0.00	672.92	0.00	0.00	847945000.00	696734500.00	19436952.48	441526.03	0.00
