seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[ 0.  0. 20.]	10	12	0	36	1	6.66564e+08	6.66564e+08	916469	727.317	22.2188	6.66564e+08	6.66564e+08	916469	727.317	2.22188
0	2	0	[ 0.  0. 20.]	10	12	0	32	1	6.66564e+08	6.66564e+08	368578	1808.47	22.2188	1.33313e+09	1.33313e+09	1.28505e+06	2535.79	2.44407
0	3	0	[ 0.  0. 20.]	10	12	0	28	1	6.66564e+08	6.66564e+08	150459	4430.22	22.2188	1.99969e+09	1.99969e+09	1.43551e+06	6966.01	2.46629
0	4	0	[ 0.  0. 20.]	10	12	0	24	1	6.66564e+08	6.66564e+08	63623.6	10476.7	22.2188	2.66626e+09	2.66626e+09	1.49913e+06	17442.7	2.46851
0	5	0	[ 0.  0. 20.]	10	12	0	20	1	6.66564e+08	6.66564e+08	29054	22942.2	22.2188	3.33282e+09	3.33282e+09	1.52818e+06	40384.9	2.46873
0	6	0	[ 0.  0. 20.]	10	12	0	16	1	6.66564e+08	6.66564e+08	15291.6	43590.2	22.2188	3.99938e+09	3.99938e+09	1.54348e+06	83975.1	2.46875
0	7	0	[ 0.  0. 20.]	10	12	0	12	1	6.66564e+08	6.66564e+08	9812.7	67928.7	22.2188	4.66595e+09	4.66595e+09	1.55329e+06	151904	2.46876
0	8	0	[ 0.  0. 20.]	10	12	0	8	1	6.66564e+08	6.66564e+08	7631.5	87343.7	22.2188	5.33251e+09	5.33251e+09	1.56092e+06	239248	2.46876
0	9	0	[ 0.  0. 20.]	10	12	0	4	1	6.13824e+08	6.13824e+08	6763.15	90760	20.4608	5.94634e+09	5.94634e+09	1.56768e+06	330008	2.29296
