seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[ 0.  0. 20.]	10	12	0	48	1	6.66564e+08	6.66564e+08	1.44332e+07	46.1828	22.2188	6.66564e+08	6.66564e+08	1.44332e+07	46.1828	0.222188
0	2	0	[ 0.  0. 20.]	10	12	0	47	1	6.66564e+08	6.66564e+08	1.14659e+07	58.1343	22.2188	1.33313e+09	1.33313e+09	2.58991e+07	104.317	0.22441
0	3	0	[ 0.  0. 20.]	10	12	0	46	1	6.66564e+08	6.66564e+08	9.10899e+06	73.1765	22.2188	1.99969e+09	1.99969e+09	3.50081e+07	177.494	0.224432
0	4	0	[ 0.  0. 20.]	10	12	0	45	1	6.66564e+08	6.66564e+08	7.2368e+06	92.1075	22.2188	2.66626e+09	2.66626e+09	4.22449e+07	269.601	0.224432
0	5	0	[ 0.  0. 20.]	10	12	0	44	1	6.66564e+08	6.66564e+08	5.74967e+06	115.931	22.2188	3.33282e+09	3.33282e+09	4.79946e+07	385.532	0.224432
0	6	0	[ 0.  0. 20.]	10	12	0	43	1	6.66564e+08	6.66564e+08	4.5684e+06	145.908	22.2188	3.99938e+09	3.99938e+09	5.2563e+07	531.439	0.224432
0	7	0	[ 0.  0. 20.]	10	12	0	42	1	6.66564e+08	6.66564e+08	3.63008e+06	183.622	22.2188	4.66595e+09	4.66595e+09	5.61931e+07	715.062	0.224432
0	8	0	[ 0.  0. 20.]	10	12	0	41	1	6.66564e+08	6.66564e+08	2.88475e+06	231.065	22.2188	5.33251e+09	5.33251e+09	5.90778e+07	946.127	0.224432
0	9	0	[ 0.  0. 20.]	10	12	0	40	1	6.66564e+08	6.66564e+08	2.29271e+06	290.732	22.2188	5.99908e+09	5.99908e+09	6.13705e+07	1236.86	0.224432
0	10	0	[ 0.  0. 20.]	10	12	0	39	1	6.66564e+08	6.66564e+08	1.82244e+06	365.754	22.2188	6.66564e+09	6.66564e+09	6.3193e+07	1602.61	0.224432
0	11	0	[ 0.  0. 20.]	10	12	0	38	1	6.66564e+08	6.66564e+08	1.44889e+06	460.053	22.2188	7.3322e+09	7.3322e+09	6.46418e+07	2062.67	0.224432
0	12	0	[ 0.  0. 20.]	10	12	0	37	1	6.66564e+08	6.66564e+08	1.15216e+06	578.532	22.2188	7.99877e+09	7.99877e+09	6.5794e+07	2641.2	0.224432
0	13	0	[ 0.  0. 20.]	10	12	0	36	1	6.66564e+08	6.66564e+08	916469	727.317	22.2188	8.66533e+09	8.66533e+09	6.67105e+07	3368.51	0.224432
0	14	0	[ 0.  0. 20.]	10	12	0	35	1	6.66564e+08	6.66564e+08	729250	914.04	22.2188	9.3319e+09	9.3319e+09	6.74397e+07	4282.55	0.224432
0	15	0	[ 0.  0. 20.]	10	12	0	34	1	6.66564e+08	6.66564e+08	580537	1148.19	22.2188	9.99846e+09	9.99846e+09	6.80203e+07	5430.74	0.224432
0	16	0	[ 0.  0. 20.]	10	12	0	33	1	6.66564e+08	6.66564e+08	462410	1441.5	22.2188	1.0665e+10	1.0665e+10	6.84827e+07	6872.24	0.224432
0	17	0	[ 0.  0. 20.]	10	12	0	32	1	6.66564e+08	6.66564e+08	368578	1808.47	22.2188	1.13316e+10	1.13316e+10	6.88512e+07	8680.71	0.224432
0	18	0	[ 0.  0. 20.]	10	12	0	31	1	6.66564e+08	6.66564e+08	294045	2266.88	22.2188	1.19982e+10	1.19982e+10	6.91453e+07	10947.6	0.224432
