seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[ 0.  0. 20.]	10	6	0	36	1	3.33282e+08	3.33282e+08	458300	727.214	11.1094	3.33282e+08	3.33282e+08	458300	727.214	1.11094
0	2	0	[ 0.  0. 20.]	10	6	0	32	1	3.33282e+08	3.33282e+08	184354	1807.84	11.1094	6.66564e+08	6.66564e+08	642654	2535.05	1.22203
0	3	0	[ 0.  0. 20.]	10	6	0	28	1	3.33282e+08	3.33282e+08	75294.3	4426.39	11.1094	9.99846e+08	9.99846e+08	717948	6961.44	1.23314
0	4	0	[ 0.  0. 20.]	10	6	0	24	1	3.33282e+08	3.33282e+08	31876.8	10455.3	11.1094	1.33313e+09	1.33313e+09	749825	17416.8	1.23425
0	5	0	[ 0.  0. 20.]	10	6	0	20	1	3.33282e+08	3.33282e+08	14592	22840	11.1094	1.66641e+09	1.66641e+09	764417	40256.8	1.23437
0	6	0	[ 0.  0. 20.]	10	6	0	16	1	3.33282e+08	3.33282e+08	7710.81	43222.7	11.1094	1.99969e+09	1.99969e+09	772128	83479.5	1.23438
0	7	0	[ 0.  0. 20.]	10	6	0	12	1	3.33282e+08	3.33282e+08	4971.35	67040.6	11.1094	2.33297e+09	2.33297e+09	777099	150520	1.23438
0	8	0	[ 0.  0. 20.]	10	6	0	8	1	3.33282e+08	3.33282e+08	3880.75	85880.8	11.1094	2.66626e+09	2.66626e+09	780980	236401	1.23438
0	9	0	[ 0.  0. 20.]	10	6	0	4	1	3.06912e+08	3.06912e+08	3446.58	89048.3	10.2304	2.97317e+09	2.97317e+09	784426	325449	1.14648
