seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_agg_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[-2500.   -4330.13    20.  ]	10	1	0	44	26	1.8457e+07	709886	479258	38.5117	0.615235	1.8457e+07	709886	479258	38.5117	0.0615235
0	1	1	[    0.   -4330.13    20.  ]	10	1	0	44	39	1.26667e+07	324788	479258	26.4299	0.422225	3.11238e+07	1.03467e+06	958517	64.9415	0.0483748
0	1	2	[ 2500.   -4330.13    20.  ]	10	1	0	44	25	1.40047e+07	560187	479258	29.2216	0.466823	4.51285e+07	1.59486e+06	1.43778e+06	94.1631	0.0515197
0	1	3	[-3750.   -2165.06    20.  ]	10	1	0	44	62	1.68522e+07	271810	479258	35.1632	0.561741	6.19807e+07	1.86667e+06	1.91703e+06	129.326	0.0613261
0	1	4	[-1250.   -2165.06    20.  ]	10	1	0	44	185	1.51638e+07	81966.3	479258	31.6401	0.505459	7.71445e+07	1.94864e+06	2.39629e+06	160.966	0.0566785
0	1	5	[ 1250.   -2165.06    20.  ]	10	1	0	44	201	1.5753e+07	78373.3	479258	32.8696	0.525101	9.28975e+07	2.02701e+06	2.87555e+06	193.836	0.058178
0	1	6	[ 3750.   -2165.06    20.  ]	10	1	0	44	50	1.62457e+07	324914	479258	33.8975	0.541523	1.09143e+08	2.35193e+06	3.35481e+06	227.733	0.0599701
0	1	7	[-5000.     0.    20.]	10	1	0	44	31	1.61877e+07	522183	479258	33.7765	0.539589	1.25331e+08	2.87411e+06	3.83407e+06	261.51	0.0599559
0	1	8	[-2500.     0.    20.]	10	1	0	44	190	1.68171e+07	88511.2	479258	35.0899	0.560571	1.42148e+08	2.96262e+06	4.31333e+06	296.6	0.0620527
0	1	9	[ 0.  0. 20.]	10	1	0	44	394	1.69944e+07	43133	479258	35.4598	0.56648	1.59142e+08	3.00575e+06	4.79258e+06	332.06	0.0628532
0	1	10	[2500.    0.   20.]	10	1	0	44	198	1.55708e+07	78640.3	479258	32.4893	0.519026	1.74713e+08	3.08439e+06	5.27184e+06	364.549	0.0581879
0	1	11	[5000.    0.   20.]	10	1	0	44	17	1.11592e+07	656426	479258	23.2844	0.371975	1.85872e+08	3.74082e+06	5.7511e+06	387.833	0.0430162
0	1	12	[-3750.    2165.06    20.  ]	10	1	0	44	64	1.62112e+07	253300	479258	33.8256	0.540373	2.02084e+08	3.99412e+06	6.23036e+06	421.659	0.058339
0	1	13	[-1250.    2165.06    20.  ]	10	1	0	44	227	1.62e+07	71365.7	479258	33.8023	0.540001	2.18284e+08	4.06548e+06	6.70962e+06	455.461	0.059834
0	1	14	[1250.   2165.06   20.  ]	10	1	0	44	184	1.71515e+07	93214.7	479258	35.7876	0.571717	2.35435e+08	4.1587e+06	7.18888e+06	491.249	0.0631551
0	1	15	[3750.   2165.06   20.  ]	10	1	0	44	50	1.54332e+07	308664	479258	32.2023	0.514441	2.50868e+08	4.46736e+06	7.66813e+06	523.451	0.0577596
0	1	16	[-2500.    4330.13    20.  ]	10	1	0	44	24	1.72901e+07	720420	479258	36.0767	0.576336	2.68158e+08	5.18778e+06	8.14739e+06	559.528	0.0634096
0	1	17	[   0.   4330.13   20.  ]	10	1	0	44	42	1.55901e+07	371193	479258	32.5297	0.519671	2.83749e+08	5.55898e+06	8.62665e+06	592.057	0.058308
0	1	18	[2500.   4330.13   20.  ]	10	1	0	44	21	1.47684e+07	703256	479258	30.8151	0.492279	2.98517e+08	6.26223e+06	9.10591e+06	622.873	0.0550587
0	2	0	[-2500.   -4330.13    20.  ]	10	1	0	39	26	1.8457e+07	709886	151989	121.437	0.615235	3.16974e+08	6.97212e+06	9.2579e+06	744.309	0.0670293
0	2	1	[    0.   -4330.13    20.  ]	10	1	0	39	39	1.26667e+07	324788	151989	83.3399	0.422225	3.29641e+08	7.29691e+06	9.40989e+06	827.649	0.0489254
0	2	2	[ 2500.   -4330.13    20.  ]	10	1	0	39	25	1.40047e+07	560187	151989	92.1428	0.466823	3.43645e+08	7.85709e+06	9.56188e+06	919.792	0.0515748
0	2	3	[-3750.   -2165.06    20.  ]	10	1	0	39	62	1.68522e+07	271810	151989	110.878	0.561741	3.60498e+08	8.1289e+06	9.71387e+06	1030.67	0.0613316
0	2	4	[-1250.   -2165.06    20.  ]	10	1	0	39	185	1.51638e+07	81966.3	151989	99.7688	0.505459	3.75661e+08	8.21087e+06	9.86585e+06	1130.44	0.056679
0	2	5	[ 1250.   -2165.06    20.  ]	10	1	0	39	201	1.5753e+07	78373.3	151989	103.646	0.525101	3.91414e+08	8.28924e+06	1.00178e+07	1234.08	0.058178
0	2	6	[ 3750.   -2165.06    20.  ]	10	1	0	39	50	1.62457e+07	324914	151989	106.887	0.541523	4.0766e+08	8.61416e+06	1.01698e+07	1340.97	0.0599701
0	2	7	[-5000.     0.    20.]	10	1	0	39	31	1.61877e+07	522183	151989	106.506	0.539589	4.23848e+08	9.13634e+06	1.03218e+07	1447.48	0.0599559
0	2	8	[-2500.     0.    20.]	10	1	0	39	190	1.68171e+07	88511.2	151989	110.647	0.560571	4.40665e+08	9.22485e+06	1.04738e+07	1558.12	0.0620527
0	2	9	[ 0.  0. 20.]	10	1	0	39	394	1.69944e+07	43133	151989	111.813	0.56648	4.57659e+08	9.26799e+06	1.06258e+07	1669.94	0.0628532
0	2	10	[2500.    0.   20.]	10	1	0	39	198	1.55708e+07	78640.3	151989	102.447	0.519026	4.7323e+08	9.34663e+06	1.07778e+07	1772.38	0.0581879
0	2	11	[5000.    0.   20.]	10	1	0	39	17	1.11592e+07	656426	151989	73.4214	0.371975	4.84389e+08	1.00031e+07	1.09298e+07	1845.81	0.0430162
0	2	12	[-3750.    2165.06    20.  ]	10	1	0	39	64	1.62112e+07	253300	151989	106.66	0.540373	5.00601e+08	1.02564e+07	1.10818e+07	1952.47	0.058339
0	2	13	[-1250.    2165.06    20.  ]	10	1	0	39	227	1.62e+07	71365.7	151989	106.587	0.540001	5.16801e+08	1.03277e+07	1.12338e+07	2059.05	0.059834
0	2	14	[1250.   2165.06   20.  ]	10	1	0	39	184	1.71515e+07	93214.7	151989	112.847	0.571717	5.33952e+08	1.04209e+07	1.13857e+07	2171.9	0.0631551
0	2	15	[3750.   2165.06   20.  ]	10	1	0	39	50	1.54332e+07	308664	151989	101.542	0.514441	5.49385e+08	1.07296e+07	1.15377e+07	2273.44	0.0577596
