time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	pattern	cell_dBm	n_UEs	tp_agg_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
14.000	2	[ 500.   -866.03   20.  ]	10.000	1	0.000	NaN	49	0	0.000	0.000	1514175.399	0.000	0.000	787377500.000	646967750.000	378543849.681	520.004	0.000
14.000	3	[-750.   -433.01   20.  ]	10.000	1	0.000	NaN	49	0	0.000	0.000	1514175.399	0.000	0.000	787377500.000	646967750.000	380058025.080	520.004	0.000
14.000	4	[-250.   -433.01   20.  ]	10.000	1	0.000	NaN	49	2	9082000.000	4541000.000	1514175.399	5.998	0.303	796459500.000	651508750.000	381572200.478	526.002	0.020
14.000	5	[ 250.   -433.01   20.  ]	10.000	1	0.000	NaN	49	1	2344000.000	2344000.000	1514175.399	1.548	0.078	798803500.000	653852750.000	383086375.877	527.550	0.007
14.000	6	[ 750.   -433.01   20.  ]	10.000	1	0.000	NaN	49	1	13262000.000	13262000.000	1514175.399	8.759	0.442	812065500.000	667114750.000	384600551.276	536.309	0.030
14.000	7	[-1000.     0.    20.]	10.000	1	0.000	NaN	49	1	2344000.000	2344000.000	1514175.399	1.548	0.078	814409500.000	669458750.000	386114726.674	537.857	0.007
14.000	8	[-500.    0.   20.]	10.000	1	0.000	NaN	49	1	2344000.000	2344000.000	1514175.399	1.548	0.078	816753500.000	671802750.000	387628902.073	539.405	0.006
14.000	9	[ 0.  0. 20.]	10.000	1	0.000	NaN	49	2	12519500.000	6259750.000	1514175.399	8.268	0.417	829273000.000	678062500.000	389143077.472	547.673	0.028
14.000	10	[500.   0.  20.]	10.000	1	0.000	NaN	49	0	0.000	0.000	1514175.399	0.000	0.000	829273000.000	678062500.000	390657252.871	547.673	0.002
14.000	11	[1000.    0.   20.]	10.000	1	0.000	NaN	49	1	2344000.000	2344000.000	1514175.399	1.548	0.078	831617000.000	680406500.000	392171428.269	549.221	0.005
14.000	12	[-750.    433.01   20.  ]	10.000	1	0.000	NaN	49	0	0.000	0.000	1514175.399	0.000	0.000	831617000.000	680406500.000	393685603.668	549.221	0.000
14.000	13	[-250.    433.01   20.  ]	10.000	1	0.000	NaN	49	1	3066000.000	3066000.000	1514175.399	2.025	0.102	834683000.000	683472500.000	395199779.067	551.246	0.007
14.000	14	[250.   433.01  20.  ]	10.000	1	0.000	NaN	49	1	13262000.000	13262000.000	1514175.399	8.759	0.442	847945000.000	696734500.000	396713954.466	560.004	0.030
14.000	15	[750.   433.01  20.  ]	10.000	1	0.000	NaN	49	0	0.000	0.000	1514175.399	0.000	0.000	847945000.000	696734500.000	398228129.864	560.004	0.002
14.000	16	[-500.    866.03   20.  ]	10.000	1	0.000	NaN	49	0	0.000	0.000	1514175.399	0.000	0.000	847945000.000	696734500.000	399742305.263	560.004	0.000
14.000	17	[  0.   866.03  20.  ]	10.000	1	0.000	NaN	49	0	0.000	0.000	1514175.399	0.000	0.000	847945000.000	696734500.000	401256480.662	560.004	0.000
14.000	18	[500.   866.03  20.  ]	10.000	1	0.000	NaN	49	0	0.000	0.000	1514175.399	0.000	0.000	847945000.000	696734500.000	402770656.060	560.004	0.000
