seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[ 0.  0. 20.]	10	4	0	48	1	2.22188e+08	2.22188e+08	4.81114e+06	46.182	7.40627	2.22188e+08	2.22188e+08	4.81114e+06	46.182	0.0740627
0	2	0	[ 0.  0. 20.]	10	4	0	47	1	2.22188e+08	2.22188e+08	3.82207e+06	58.1329	7.40627	4.44376e+08	4.44376e+08	8.63321e+06	104.315	0.0748033
0	3	0	[ 0.  0. 20.]	10	4	0	46	1	2.22188e+08	2.22188e+08	3.03642e+06	73.1744	7.40627	6.66564e+08	6.66564e+08	1.16696e+07	177.489	0.0748107
0	4	0	[ 0.  0. 20.]	10	4	0	45	1	2.22188e+08	2.22188e+08	2.41235e+06	92.1042	7.40627	8.88752e+08	8.88752e+08	1.4082e+07	269.593	0.0748108
0	5	0	[ 0.  0. 20.]	10	4	0	44	1	2.22188e+08	2.22188e+08	1.91664e+06	115.926	7.40627	1.11094e+09	1.11094e+09	1.59986e+07	385.519	0.0748108
0	6	0	[ 0.  0. 20.]	10	4	0	43	1	2.22188e+08	2.22188e+08	1.52289e+06	145.899	7.40627	1.33313e+09	1.33313e+09	1.75215e+07	531.418	0.0748108
0	7	0	[ 0.  0. 20.]	10	4	0	42	1	2.22188e+08	2.22188e+08	1.21011e+06	183.609	7.40627	1.55532e+09	1.55532e+09	1.87316e+07	715.027	0.0748108
0	8	0	[ 0.  0. 20.]	10	4	0	41	1	2.22188e+08	2.22188e+08	961670	231.044	7.40627	1.7775e+09	1.7775e+09	1.96933e+07	946.071	0.0748108
0	9	0	[ 0.  0. 20.]	10	4	0	40	1	2.22188e+08	2.22188e+08	764323	290.699	7.40627	1.99969e+09	1.99969e+09	2.04576e+07	1236.77	0.0748108
0	10	0	[ 0.  0. 20.]	10	4	0	39	1	2.22188e+08	2.22188e+08	607566	365.702	7.40627	2.22188e+09	2.22188e+09	2.10652e+07	1602.47	0.0748108
0	11	0	[ 0.  0. 20.]	10	4	0	38	1	2.22188e+08	2.22188e+08	483049	459.97	7.40627	2.44407e+09	2.44407e+09	2.15482e+07	2062.44	0.0748108
0	12	0	[ 0.  0. 20.]	10	4	0	37	1	2.22188e+08	2.22188e+08	384141	578.402	7.40627	2.66626e+09	2.66626e+09	2.19324e+07	2640.84	0.0748108
0	13	0	[ 0.  0. 20.]	10	4	0	36	1	2.22188e+08	2.22188e+08	305576	727.111	7.40627	2.88844e+09	2.88844e+09	2.2238e+07	3367.96	0.0748108
0	14	0	[ 0.  0. 20.]	10	4	0	35	1	2.22188e+08	2.22188e+08	243170	913.714	7.40627	3.11063e+09	3.11063e+09	2.24811e+07	4281.67	0.0748108
0	15	0	[ 0.  0. 20.]	10	4	0	34	1	2.22188e+08	2.22188e+08	193599	1147.67	7.40627	3.33282e+09	3.33282e+09	2.26747e+07	5429.34	0.0748108
0	16	0	[ 0.  0. 20.]	10	4	0	33	1	2.22188e+08	2.22188e+08	154223	1440.69	7.40627	3.55501e+09	3.55501e+09	2.28289e+07	6870.03	0.0748108
0	17	0	[ 0.  0. 20.]	10	4	0	32	1	2.22188e+08	2.22188e+08	122946	1807.2	7.40627	3.7772e+09	3.7772e+09	2.29519e+07	8677.23	0.0748108
0	18	0	[ 0.  0. 20.]	10	4	0	31	1	2.22188e+08	2.22188e+08	98101.6	2264.88	7.40627	3.99938e+09	3.99938e+09	2.305e+07	10942.1	0.0748108
0	19	0	[ 0.  0. 20.]	10	4	0	30	1	2.22188e+08	2.22188e+08	78367	2835.22	7.40627	4.22157e+09	4.22157e+09	2.31284e+07	13777.3	0.0748108
0	20	0	[ 0.  0. 20.]	10	4	0	29	1	2.22188e+08	2.22188e+08	62691.2	3544.16	7.40627	4.44376e+09	4.44376e+09	2.3191e+07	17321.5	0.0748108
0	21	0	[ 0.  0. 20.]	10	4	0	28	1	2.22188e+08	2.22188e+08	50239.5	4422.57	7.40627	4.66595e+09	4.66595e+09	2.32413e+07	21744.1	0.0748108
0	22	0	[ 0.  0. 20.]	10	4	0	27	1	2.22188e+08	2.22188e+08	40348.8	5506.68	7.40627	4.88814e+09	4.88814e+09	2.32816e+07	27250.8	0.0748108
0	23	0	[ 0.  0. 20.]	10	4	0	26	1	2.22188e+08	2.22188e+08	32492.3	6838.18	7.40627	5.11032e+09	5.11032e+09	2.33141e+07	34088.9	0.0748108
0	24	0	[ 0.  0. 20.]	10	4	0	25	1	2.22188e+08	2.22188e+08	26251.7	8463.77	7.40627	5.33251e+09	5.33251e+09	2.33404e+07	42552.7	0.0748108
0	25	0	[ 0.  0. 20.]	10	4	0	24	1	2.22188e+08	2.22188e+08	21294.5	10434	7.40627	5.5547e+09	5.5547e+09	2.33617e+07	52986.7	0.0748108
0	26	0	[ 0.  0. 20.]	10	4	0	23	1	2.22188e+08	2.22188e+08	17357	12801.1	7.40627	5.77689e+09	5.77689e+09	2.3379e+07	65787.8	0.0748108
0	27	0	[ 0.  0. 20.]	10	4	0	22	1	2.22188e+08	2.22188e+08	14229.2	15614.9	7.40627	5.99908e+09	5.99908e+09	2.33933e+07	81402.7	0.0748108
0	28	0	[ 0.  0. 20.]	10	4	0	21	1	2.22188e+08	2.22188e+08	11744.8	18918	7.40627	6.22126e+09	6.22126e+09	2.3405e+07	100321	0.0748108
0	29	0	[ 0.  0. 20.]	10	4	0	20	1	2.22188e+08	2.22188e+08	9771.34	22738.7	7.40627	6.44345e+09	6.44345e+09	2.34148e+07	123059	0.0748108
0	30	0	[ 0.  0. 20.]	10	4	0	19	1	2.22188e+08	2.22188e+08	8203.76	27083.7	7.40627	6.66564e+09	6.66564e+09	2.3423e+07	150143	0.0748108
0	31	0	[ 0.  0. 20.]	10	4	0	18	1	2.22188e+08	2.22188e+08	6958.59	31930	7.40627	6.88783e+09	6.88783e+09	2.34299e+07	182073	0.0748108
0	32	0	[ 0.  0. 20.]	10	4	0	17	1	2.22188e+08	2.22188e+08	5969.52	37220.4	7.40627	7.11002e+09	7.11002e+09	2.34359e+07	219294	0.0748108
0	33	0	[ 0.  0. 20.]	10	4	0	16	1	2.22188e+08	2.22188e+08	5183.87	42861.4	7.40627	7.3322e+09	7.3322e+09	2.34411e+07	262155	0.0748108
0	34	0	[ 0.  0. 20.]	10	4	0	15	1	2.22188e+08	2.22188e+08	4559.81	48727.5	7.40627	7.55439e+09	7.55439e+09	2.34457e+07	310882	0.0748108
0	35	0	[ 0.  0. 20.]	10	4	0	14	1	2.22188e+08	2.22188e+08	4064.1	54671	7.40627	7.77658e+09	7.77658e+09	2.34497e+07	365553	0.0748108
0	36	0	[ 0.  0. 20.]	10	4	0	13	1	2.22188e+08	2.22188e+08	3670.34	60536.1	7.40627	7.99877e+09	7.99877e+09	2.34534e+07	426089	0.0748108
0	37	0	[ 0.  0. 20.]	10	4	0	12	1	2.22188e+08	2.22188e+08	3357.57	66175.3	7.40627	8.22096e+09	8.22096e+09	2.34567e+07	492265	0.0748108
0	38	0	[ 0.  0. 20.]	10	4	0	11	1	2.22188e+08	2.22188e+08	3109.12	71463.3	7.40627	8.44314e+09	8.44314e+09	2.34599e+07	563728	0.0748108
0	39	0	[ 0.  0. 20.]	10	4	0	10	1	2.22188e+08	2.22188e+08	2911.78	76306.7	7.40627	8.66533e+09	8.66533e+09	2.34628e+07	640035	0.0748108
0	40	0	[ 0.  0. 20.]	10	4	0	9	1	2.22188e+08	2.22188e+08	2755.02	80648.5	7.40627	8.88752e+09	8.88752e+09	2.34655e+07	720683	0.0748108
0	41	0	[ 0.  0. 20.]	10	4	0	8	1	2.22188e+08	2.22188e+08	2630.5	84466	7.40627	9.10971e+09	9.10971e+09	2.34682e+07	805149	0.0748108
0	42	0	[ 0.  0. 20.]	10	4	0	7	1	2.04608e+08	2.04608e+08	2531.59	80821.8	6.82027	9.31432e+09	9.31432e+09	2.34707e+07	885971	0.0689508
0	43	0	[ 0.  0. 20.]	10	4	0	6	1	2.04608e+08	2.04608e+08	2453.03	83410.4	6.82027	9.51892e+09	9.51892e+09	2.34731e+07	969381	0.0688922
0	44	0	[ 0.  0. 20.]	10	4	0	5	1	2.04608e+08	2.04608e+08	2390.62	85587.7	6.82027	9.72353e+09	9.72353e+09	2.34755e+07	1.05497e+06	0.0688916
0	45	0	[ 0.  0. 20.]	10	4	0	4	1	2.04608e+08	2.04608e+08	2341.05	87400	6.82027	9.92814e+09	9.92814e+09	2.34779e+07	1.14237e+06	0.0688916
0	46	0	[ 0.  0. 20.]	10	4	0	3	1	2.04608e+08	2.04608e+08	2301.68	88895.2	6.82027	1.01327e+10	1.01327e+10	2.34802e+07	1.23126e+06	0.0688916
0	47	0	[ 0.  0. 20.]	10	4	0	2	1	1.80936e+08	1.80936e+08	2270.4	79693.5	6.0312	1.03137e+10	1.03137e+10	2.34824e+07	1.31096e+06	0.0610009
0	48	0	[ 0.  0. 20.]	10	4	0	1	1	1.80936e+08	1.80936e+08	2245.55	80575.2	6.0312	1.04946e+10	1.04946e+10	2.34847e+07	1.39153e+06	0.060922
0	49	0	[ 0.  0. 20.]	10	4	0	0	1	1.80936e+08	1.80936e+08	2225.82	81289.6	6.0312	1.06756e+10	1.06756e+10	2.34869e+07	1.47282e+06	0.0609212
0	50	0	[ 0.  0. 20.]	10	4	0	0	1	1.80936e+08	1.80936e+08	2225.82	81289.6	6.0312	1.08565e+10	1.08565e+10	2.34891e+07	1.55411e+06	0.0609212
0	51	0	[ 0.  0. 20.]	10	4	0	0	1	1.80936e+08	1.80936e+08	2225.82	81289.6	6.0312	1.10374e+10	1.10374e+10	2.34914e+07	1.6354e+06	0.0609212
0	52	0	[ 0.  0. 20.]	10	4	0	0	1	1.80936e+08	1.80936e+08	2225.82	81289.6	6.0312	1.12184e+10	1.12184e+10	2.34936e+07	1.71669e+06	0.0609212
0	53	0	[ 0.  0. 20.]	10	4	0	0	1	1.80936e+08	1.80936e+08	2225.82	81289.6	6.0312	1.13993e+10	1.13993e+10	2.34958e+07	1.79798e+06	0.0609212
0	54	0	[ 0.  0. 20.]	10	4	0	0	1	1.80936e+08	1.80936e+08	2225.82	81289.6	6.0312	1.15802e+10	1.15802e+10	2.3498e+07	1.87927e+06	0.0609212
