seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[-2500.   -4330.13    20.  ]	10	1	0	39	0	0	0	151989	0	0	0	0	151989	0	0
0	1	1	[ 2500.   -4330.13    20.  ]	10	1	0	39	0	0	0	151989	0	0	0	0	303978	0	0
0	1	2	[-5000.     0.    20.]	10	1	0	39	0	0	0	151989	0	0	0	0	455967	0	0
0	1	3	[ 0.  0. 20.]	10	1	0	39	1	1.3262e+07	1.3262e+07	151989	87.2563	0.442067	1.3262e+07	1.3262e+07	607956	87.2563	0.0340051
0	1	4	[5000.    0.   20.]	10	1	0	39	0	0	0	151989	0	0	1.3262e+07	1.3262e+07	759945	87.2563	0.00261578
0	2	0	[-2500.   -4330.13    20.  ]	10	1	0	35	0	0	0	60890	0	0	1.3262e+07	1.3262e+07	820835	87.2563	0.000201214
0	2	1	[ 2500.   -4330.13    20.  ]	10	1	0	35	0	0	0	60890	0	0	1.3262e+07	1.3262e+07	881725	87.2563	1.5478e-05
0	2	2	[-5000.     0.    20.]	10	1	0	35	0	0	0	60890	0	0	1.3262e+07	1.3262e+07	942615	87.2563	1.19061e-06
0	2	3	[ 0.  0. 20.]	10	1	0	35	1	1.3262e+07	1.3262e+07	60890	217.802	0.442067	2.6524e+07	2.6524e+07	1.0035e+06	305.059	0.0340052
0	2	4	[5000.    0.   20.]	10	1	0	35	0	0	0	60890	0	0	2.6524e+07	2.6524e+07	1.06439e+06	305.059	0.00261579
0	3	0	[-2500.   -4330.13    20.  ]	10	1	0	31	0	0	0	24622.9	0	0	2.6524e+07	2.6524e+07	1.08902e+06	305.059	0.000201214
0	3	1	[ 2500.   -4330.13    20.  ]	10	1	0	31	0	0	0	24622.9	0	0	2.6524e+07	2.6524e+07	1.11364e+06	305.059	1.5478e-05
0	3	2	[-5000.     0.    20.]	10	1	0	31	0	0	0	24622.9	0	0	2.6524e+07	2.6524e+07	1.13826e+06	305.059	1.19062e-06
0	3	3	[ 0.  0. 20.]	10	1	0	31	1	1.3262e+07	1.3262e+07	24622.9	538.604	0.442067	3.9786e+07	3.9786e+07	1.16289e+06	843.663	0.0340052
0	3	4	[5000.    0.   20.]	10	1	0	31	0	0	0	24622.9	0	0	3.9786e+07	3.9786e+07	1.18751e+06	843.663	0.00261579
0	4	0	[-2500.   -4330.13    20.  ]	10	1	0	27	0	0	0	10184.7	0	0	3.9786e+07	3.9786e+07	1.19769e+06	843.663	0.000201214
0	4	1	[ 2500.   -4330.13    20.  ]	10	1	0	27	0	0	0	10184.7	0	0	3.9786e+07	3.9786e+07	1.20788e+06	843.663	1.5478e-05
0	4	2	[-5000.     0.    20.]	10	1	0	27	0	0	0	10184.7	0	0	3.9786e+07	3.9786e+07	1.21806e+06	843.663	1.19062e-06
0	4	3	[ 0.  0. 20.]	10	1	0	27	1	1.3262e+07	1.3262e+07	10184.7	1302.15	0.442067	5.3048e+07	5.3048e+07	1.22825e+06	2145.81	0.0340052
0	4	4	[5000.    0.   20.]	10	1	0	27	0	0	0	10184.7	0	0	5.3048e+07	5.3048e+07	1.23843e+06	2145.81	0.00261579
0	5	0	[-2500.   -4330.13    20.  ]	10	1	0	24	0	0	0	5421.14	0	0	5.3048e+07	5.3048e+07	1.24385e+06	2145.81	0.000201214
0	5	1	[ 2500.   -4330.13    20.  ]	10	1	0	24	0	0	0	5421.14	0	0	5.3048e+07	5.3048e+07	1.24928e+06	2145.81	1.5478e-05
0	5	2	[-5000.     0.    20.]	10	1	0	24	0	0	0	5421.14	0	0	5.3048e+07	5.3048e+07	1.2547e+06	2145.81	1.19062e-06
