seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[ 0.  0. 20.]	10	8	0	48	1	4.44376e+08	4.44376e+08	9.62215e+06	46.1826	14.8125	4.44376e+08	4.44376e+08	9.62215e+06	46.1826	0.148125
0	2	0	[ 0.  0. 20.]	10	8	0	47	1	4.44376e+08	4.44376e+08	7.64401e+06	58.1339	14.8125	8.88752e+08	8.88752e+08	1.72662e+07	104.317	0.149607
0	3	0	[ 0.  0. 20.]	10	8	0	46	1	4.44376e+08	4.44376e+08	6.07271e+06	73.1759	14.8125	1.33313e+09	1.33313e+09	2.33389e+07	177.492	0.149621
0	4	0	[ 0.  0. 20.]	10	8	0	45	1	4.44376e+08	4.44376e+08	4.82458e+06	92.1067	14.8125	1.7775e+09	1.7775e+09	2.81634e+07	269.599	0.149622
0	5	0	[ 0.  0. 20.]	10	8	0	44	1	4.44376e+08	4.44376e+08	3.83316e+06	115.929	14.8125	2.22188e+09	2.22188e+09	3.19966e+07	385.529	0.149622
0	6	0	[ 0.  0. 20.]	10	8	0	43	1	4.44376e+08	4.44376e+08	3.04564e+06	145.905	14.8125	2.66626e+09	2.66626e+09	3.50422e+07	531.434	0.149622
0	7	0	[ 0.  0. 20.]	10	8	0	42	1	4.44376e+08	4.44376e+08	2.4201e+06	183.619	14.8125	3.11063e+09	3.11063e+09	3.74623e+07	715.053	0.149622
0	8	0	[ 0.  0. 20.]	10	8	0	41	1	4.44376e+08	4.44376e+08	1.92321e+06	231.06	14.8125	3.55501e+09	3.55501e+09	3.93856e+07	946.113	0.149622
0	9	0	[ 0.  0. 20.]	10	8	0	40	1	4.44376e+08	4.44376e+08	1.52852e+06	290.724	14.8125	3.99938e+09	3.99938e+09	4.09141e+07	1236.84	0.149622
0	10	0	[ 0.  0. 20.]	10	8	0	39	1	4.44376e+08	4.44376e+08	1.215e+06	365.741	14.8125	4.44376e+09	4.44376e+09	4.21291e+07	1602.58	0.149622
0	11	0	[ 0.  0. 20.]	10	8	0	38	1	4.44376e+08	4.44376e+08	965968	460.032	14.8125	4.88814e+09	4.88814e+09	4.3095e+07	2062.61	0.149622
0	12	0	[ 0.  0. 20.]	10	8	0	37	1	4.44376e+08	4.44376e+08	768153	578.499	14.8125	5.33251e+09	5.33251e+09	4.38632e+07	2641.11	0.149622
0	13	0	[ 0.  0. 20.]	10	8	0	36	1	4.44376e+08	4.44376e+08	611023	727.266	14.8125	5.77689e+09	5.77689e+09	4.44742e+07	3368.37	0.149622
0	14	0	[ 0.  0. 20.]	10	8	0	35	1	4.44376e+08	4.44376e+08	486210	913.958	14.8125	6.22126e+09	6.22126e+09	4.49604e+07	4282.33	0.149622
0	15	0	[ 0.  0. 20.]	10	8	0	34	1	4.44376e+08	4.44376e+08	387068	1148.06	14.8125	6.66564e+09	6.66564e+09	4.53475e+07	5430.39	0.149622
0	16	0	[ 0.  0. 20.]	10	8	0	33	1	4.44376e+08	4.44376e+08	308317	1441.3	14.8125	7.11002e+09	7.11002e+09	4.56558e+07	6871.69	0.149622
