seed	time	cell_id	cell_xyz	cell_bw_MHz	subbands	MIMO_gain	cell_dBm	n_UEs	tp_bits	tp_avg_bits	cell_ec_now	cell_ee_now	cell_avg_se_now	cell_tp_agg_bits_cum	cell_tp_avg_bits_cum	cell_ec_cum	cell_ee_cum	cell_avg_se_overall
0	1	0	[ 0.  0. 20.]	10	12	0	38	1	6.66564e+08	6.66564e+08	1.44889e+06	460.053	22.2188	6.66564e+08	6.66564e+08	1.44889e+06	460.053	2.22188
0	2	0	[ 0.  0. 20.]	10	12	0	33	1	6.66564e+08	6.66564e+08	462410	1441.5	22.2188	1.33313e+09	1.33313e+09	1.9113e+06	1901.55	2.44407
0	3	0	[ 0.  0. 20.]	10	12	0	28	1	6.66564e+08	6.66564e+08	150459	4430.22	22.2188	1.99969e+09	1.99969e+09	2.06175e+06	6331.77	2.46629
0	4	0	[ 0.  0. 20.]	10	12	0	24	1	6.66564e+08	6.66564e+08	63623.6	10476.7	22.2188	2.66626e+09	2.66626e+09	2.12538e+06	16808.4	2.46851
0	5	0	[ 0.  0. 20.]	10	12	0	20	1	6.66564e+08	6.66564e+08	29054	22942.2	22.2188	3.33282e+09	3.33282e+09	2.15443e+06	39750.7	2.46873
0	6	0	[ 0.  0. 20.]	10	12	0	16	1	6.66564e+08	6.66564e+08	15291.6	43590.2	22.2188	3.99938e+09	3.99938e+09	2.16972e+06	83340.8	2.46875
0	7	0	[ 0.  0. 20.]	10	12	0	12	1	6.66564e+08	6.66564e+08	9812.7	67928.7	22.2188	4.66595e+09	4.66595e+09	2.17954e+06	151270	2.46876
0	8	0	[ 0.  0. 20.]	10	12	0	8	1	6.66564e+08	6.66564e+08	7631.5	87343.7	22.2188	5.33251e+09	5.33251e+09	2.18717e+06	238613	2.46876
0	9	0	[ 0.  0. 20.]	10	12	0	4	1	6.13824e+08	6.13824e+08	6763.15	90760	20.4608	5.94634e+09	5.94634e+09	2.19393e+06	329373	2.29296
